ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem,matematica,portugues,ida_next,ian_next,defasagem_next,delta_ida_next,delta_ian_next,delta_defasagem_next,target_risco
RA-436,Aluno-436,2022,2,M,11.0,Menino,2022.0,Escola Pública,Ágata,6.687,10.0,2.0,8.1,9.5,7.5,,6.611,0.0,4.0,0.0,3.4,5.0,-1.0,1.4,-5.0,-1.0,0
RA-437,ALUNO-437,2021,2.0,P,,,,Escola Pública,Ágata,6.482,10.0,4.0,5.0,8.5,7.5,7.7,6.6,0.0,,,5.8,5.0,-1.0,1.7999999999999998,-5.0,-1.0,0
RA-437,Aluno-437,2022,2,M,13.0,Menino,2022.0,Escola Pública,Ágata,6.875,5.0,5.8,8.3,8.5,7.5,,6.611,-1.0,6.0,5.5,4.7,5.0,-2.0,-1.0999999999999996,0.0,-1.0,1
RA-438,ALUNO-438,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.8,5.0,-2.0,,,,0
RA-438,ALUNO-438,2021,5.0,B,,,,Escola Pública,Ágata,5.756,5.0,2.8,5.3,9.2,7.5,7.5,6.1,-2.0,,,7.3,10.0,0.0,4.5,5.0,2.0,1
RA-438,Aluno-438,2022,2,M,10.0,Menino,2022.0,Escola Pública,Ametista,7.764,10.0,7.3,8.7,8.0,7.5,,6.889,0.0,6.5,8.0,5.4,10.0,0.0,-1.8999999999999995,0.0,0.0,1
RA-438,Aluno-438,2023,FASE 2,2L,,Masculino,2022.0,Pública,Agata,6.9883,10.0,5.4,7.5,6.9,6.26,6.458333333,7.223333333,0.0,3.5,7.3,8.25,5.0,-1.0,2.8499999999999996,-5.0,-1.0,0
RA-439,ALUNO-439,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.3,5.0,-1.0,,,,0
RA-44,ALUNO-44,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.0,5.0,-2.0,,,,0
RA-44,Aluno-44,2022,5,A,17.0,Menina,2021.0,Escola Pública,Quartzo,5.542,5.0,3.0,5.9,5.0,7.5,,7.292,-2.0,2.3,3.5,6.9,5.0,-2.0,3.9000000000000004,0.0,0.0,0
RA-440,ALUNO-440,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.7,5.0,-1.0,,,,0
RA-440,ALUNO-440,2021,5.0,B,,,,Escola Pública,Ametista,7.382,5.0,6.7,8.1,8.3,7.5,8.1,7.7,-1.0,,,5.5,10.0,0.0,-1.2000000000000002,5.0,1.0,1
RA-440,Aluno-440,2022,2,P,11.0,Menino,2022.0,Escola Pública,Ametista,7.329,10.0,5.5,9.0,9.5,6.9,,5.833,0.0,6.0,5.0,6.2,10.0,0.0,0.7000000000000002,0.0,0.0,0
RA-441,ALUNO-441,2021,2.0,R,,,,Escola Pública,Ametista,7.571,5.0,7.8,7.9,9.0,6.3,8.1,8.0,-1.0,,,8.0,10.0,0.0,0.20000000000000018,5.0,1.0,1
RA-442,ALUNO-442,2021,1.0,F,,,,Escola Pública,Quartzo,5.188,5.0,0.7,4.2,8.5,7.5,7.5,6.8,-1.0,,,7.5,10.0,0.0,6.8,5.0,1.0,1
RA-442,Aluno-442,2022,2,P,11.0,Menina,2022.0,Escola Pública,Topázio,8.226,10.0,7.5,8.2,10.0,7.5,,8.222,0.0,9.0,6.0,5.8,10.0,0.0,-1.7000000000000002,0.0,0.0,1
RA-442,Aluno-442,2023,FASE 3,3K,,Feminino,2022.0,Pública,Agata,6.814166667,10.0,5.8,7.6,0.0,7.52,7.5,8.1275,0.0,6.7,6.5,5.0,10.0,1.0,-0.7999999999999998,0.0,1.0,1
RA-443,ALUNO-443,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.6,5.0,-1.0,,,,0
RA-443,Aluno-443,2022,2,P,13.0,Menina,2019.0,Escola Pública,Ametista,7.482,5.0,5.6,9.1,9.0,7.5,,8.5,-1.0,8.0,3.2,7.6,5.0,-1.0,2.0,0.0,0.0,0
RA-444,ALUNO-444,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.1,5.0,-1.0,,,,0
RA-444,ALUNO-444,2021,1.0,J,,,,Escola Pública,Ágata,6.469,5.0,5.1,4.2,9.5,7.5,8.1,8.1,-1.0,,,3.1,10.0,0.0,-1.9999999999999996,5.0,1.0,1
RA-444,Aluno-444,2022,2,P,11.0,Menino,2018.0,Escola Pública,Ágata,6.665,10.0,3.1,7.2,9.0,5.0,,7.778,0.0,1.5,4.7,4.7,10.0,1.0,1.6,0.0,1.0,1
RA-444,Aluno-444,2023,FASE 3,3P,11.0,Masculino,2018.0,Pública,Quartzo,5.958791667,10.0,4.7,7.9,0.0,5.0,6.40625,6.4575,1.0,4.7,5.8,3.6666666666666665,5.0,-1.0,-1.0333333333333337,-5.0,-2.0,1
RA-445,ALUNO-445,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.8,5.0,-1.0,,,,0
RA-445,Aluno-445,2022,2,P,12.0,Menino,2022.0,Escola Pública,Ágata,6.924,5.0,3.8,9.4,9.0,7.5,,7.5,-1.0,0.0,7.5,8.4,5.0,-1.0,4.6000000000000005,0.0,0.0,0
RA-445,Aluno-445,2023,FASE 2,2R,13.0,Masculino,2022.0,Pública,Ametista,7.9087,5.0,8.4,8.8,8.0,6.89,8.541666667,8.176666667,-1.0,7.7,9.0,4.0,10.0,0.0,-4.4,5.0,1.0,1
RA-446,ALUNO-446,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.9,5.0,-1.0,,,,0
RA-447,ALUNO-447,2021,1.0,J,,,,Escola Pública,Ametista,7.69,5.0,6.4,9.6,9.5,5.0,7.9,8.7,-1.0,,,3.5,10.0,0.0,-2.9000000000000004,5.0,1.0,1
RA-448,ALUNO-448,2021,3.0,R,,,,Escola Pública,Ametista,7.85,10.0,6.3,7.8,9.2,7.5,7.5,8.1,0.0,,,5.5,10.0,0.0,-0.7999999999999998,0.0,0.0,1
RA-449,ALUNO-449,2021,2.0,N,,,,Escola Pública,Ametista,7.653,10.0,4.9,7.5,8.5,7.5,8.5,8.6,0.0,,,7.0,5.0,-1.0,2.0999999999999996,-5.0,-1.0,0
RA-449,Aluno-449,2022,2,P,12.0,Menina,2022.0,Escola Pública,Ágata,6.143,5.0,7.0,6.0,0.0,7.5,,8.111,-1.0,6.0,8.0,7.0,10.0,0.0,0.0,5.0,1.0,1
RA-45,ALUNO-45,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.8,10.0,0.0,,,,0
RA-45,Aluno-45,2022,5,A,15.0,Menina,2019.0,Rede Decisão,Ametista,7.591,10.0,6.8,8.9,7.9,5.6,,7.417,0.0,6.3,5.2,7.9,10.0,0.0,1.1000000000000005,0.0,0.0,0
RA-45,Aluno-45,2023,FASE 6,6A,,Feminino,2019.0,Privada - Programa de Apadrinhamento,Topázio,8.303591667,10.0,7.9,9.6,7.1,6.26,8.28125,8.1725,0.0,7.8,6.3,8.0,10.0,0.0,0.09999999999999964,0.0,0.0,0
RA-450,ALUNO-450,2021,5.0,A,,,,Escola Pública,Ametista,7.196,5.0,6.3,7.5,7.1,7.5,8.1,8.3,-1.0,,,7.5,5.0,-1.0,1.2000000000000002,0.0,0.0,0
RA-450,Aluno-450,2022,2,Q,13.0,Menino,2021.0,Escola Pública,Ametista,7.843,5.0,7.5,9.1,10.0,7.5,,8.111,-1.0,6.8,8.2,5.4,5.0,-1.0,-2.0999999999999996,0.0,0.0,1
RA-450,Aluno-450,2023,FASE 3,3K,14.0,Masculino,2021.0,Pública,Agata,6.819625,5.0,5.4,8.4,9.6,2.52,7.65625,7.9175,-1.0,7.0,6.5,7.5,5.0,-1.0,2.0999999999999996,0.0,0.0,0
RA-451,ALUNO-451,2021,1.0,E,,,,Escola Pública,Ágata,5.667,5.0,1.0,5.0,8.5,7.5,8.3,7.7,-1.0,,,6.1,5.0,-1.0,5.1,0.0,0.0,0
RA-451,Aluno-451,2022,2,Q,13.0,Menina,2019.0,Escola Pública,Ágata,6.434,5.0,6.1,6.0,9.0,6.3,,6.889,-1.0,3.1,9.2,8.9,5.0,-2.0,2.8000000000000007,0.0,-1.0,0
RA-452,ALUNO-452,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.8,5.0,-1.0,,,,0
RA-452,ALUNO-452,2021,1.0,G,,,,Escola Pública,Ametista,7.118,5.0,4.8,8.8,7.0,7.5,8.1,8.3,-1.0,,,4.8,5.0,-1.0,0.0,0.0,0.0,0
RA-453,ALUNO-453,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.8,5.0,-1.0,,,,0
RA-454,ALUNO-454,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.3,5.0,-2.0,,,,0
RA-454,Aluno-454,2022,2,Q,14.0,Menino,2018.0,Escola Pública,Quartzo,5.561,5.0,2.3,8.6,9.5,5.0,,5.444,-2.0,0.0,4.7,2.6,5.0,-2.0,0.30000000000000027,0.0,0.0,0
RA-454,Aluno-454,2023,FASE 3,3P,15.0,Masculino,2018.0,Pública,Quartzo,4.603416667,5.0,2.6,7.5,0.0,5.0,4.6875,5.54,-2.0,4.2,1.2,3.6666666666666665,5.0,-2.0,1.0666666666666664,0.0,0.0,0
RA-455,ALUNO-455,2021,2.0,F,,,,Escola Pública,Ametista,7.154,10.0,4.9,7.1,8.5,7.5,7.3,7.2,0.0,,,6.3,5.0,-1.0,1.3999999999999995,-5.0,-1.0,0
RA-455,Aluno-455,2022,2,Q,12.0,Menina,2022.0,Escola Pública,Ágata,6.876,5.0,6.3,7.9,7.0,7.5,,7.278,-1.0,6.0,6.5,4.5,10.0,0.0,-1.7999999999999998,5.0,1.0,1
RA-456,ALUNO-456,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.3,5.0,-1.0,,,,0
RA-456,Aluno-456,2022,2,Q,12.0,Menina,2022.0,Escola Pública,Ametista,7.193,5.0,7.3,8.2,6.4,6.3,,8.389,-1.0,6.0,8.7,9.9,5.0,-1.0,2.6000000000000005,0.0,0.0,0
RA-456,Aluno-456,2023,FASE 2,2P,12.0,Feminino,2022.0,Pública,Ametista,7.518,5.0,9.9,8.3,0.0,4.39,9.583333333,9.953333333,-1.0,9.7,10.0,6.5,10.0,0.0,-3.4000000000000004,5.0,1.0,1
RA-457,ALUNO-457,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.5,5.0,-1.0,,,,0
RA-457,Aluno-457,2022,2,Q,12.0,Menina,2022.0,Escola Pública,Ametista,7.68,5.0,8.5,8.8,8.0,7.5,,7.667,-1.0,7.0,10.0,8.1,10.0,0.0,-0.40000000000000036,5.0,1.0,1
RA-457,Aluno-457,2023,FASE 3,3N,13.0,Feminino,2022.0,Pública,Topázio,8.256833333,10.0,8.1,8.6,7.5,7.52,8.125,8.045,0.0,6.7,8.5,8.666666666666666,10.0,1.0,0.5666666666666664,0.0,1.0,1
RA-458,ALUNO-458,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.6,5.0,-1.0,,,,0
RA-458,Aluno-458,2022,2,Q,13.0,Menino,2019.0,Escola Pública,Ágata,6.512,5.0,5.6,7.7,8.0,7.5,,5.833,-1.0,4.7,6.5,3.8,5.0,-1.0,-1.7999999999999998,0.0,0.0,1
RA-458,Aluno-458,2023,FASE 3,3P,,Masculino,2019.0,Pública,Agata,6.312083333,5.0,3.8,6.9,9.6,7.52,7.1875,6.2475,-1.0,4.3,4.8,4.0,5.0,-1.0,0.20000000000000018,0.0,0.0,0
RA-459,ALUNO-459,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.3,5.0,-1.0,,,,0
RA-459,Aluno-459,2022,2,Q,12.0,Menino,2019.0,Escola Pública,Ametista,7.28,5.0,7.3,9.1,7.0,8.1,,7.222,-1.0,5.3,9.2,8.3,10.0,0.0,1.0000000000000009,5.0,1.0,1
RA-459,Aluno-459,2023,FASE 3,3N,13.0,Masculino,2019.0,Pública,Topázio,8.240016667,10.0,8.3,9.3,6.7,7.52,7.1875,7.88,0.0,8.3,9.2,4.666666666666667,10.0,0.0,-3.6333333333333337,0.0,0.0,1
RA-46,ALUNO-46,2021,0.0,P,,,,Escola Pública,Topázio,8.471,10.0,6.9,10.0,8.5,7.5,8.1,8.4,0.0,,,2.1,5.0,-2.0,-4.800000000000001,-5.0,-2.0,1
RA-46,Aluno-46,2022,5,A,17.0,Menina,2022.0,Escola Pública,Ágata,6.048,5.0,2.1,8.4,8.8,6.3,,7.083,-2.0,2.8,2.8,4.4,2.5,-3.0,2.3000000000000003,-2.5,-1.0,0
RA-460,ALUNO-460,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.3,5.0,-1.0,,,,0
RA-461,ALUNO-461,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.8,5.0,-1.0,,,,0
RA-461,Aluno-461,2022,2,Q,12.0,Menina,2018.0,Escola Pública,Quartzo,5.451,5.0,3.8,6.7,0.0,7.5,,7.222,-1.0,1.5,6.2,7.4,5.0,-1.0,3.6000000000000005,0.0,0.0,0
RA-461,Aluno-461,2023,FASE 2,2P,12.0,Feminino,2018.0,Pública,Ametista,7.2379,5.0,7.4,7.9,7.3,3.77,8.541666667,8.616666667,-1.0,5.7,9.0,4.5,10.0,0.0,-2.9000000000000004,5.0,1.0,1
RA-462,ALUNO-462,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.6,5.0,-2.0,,,,0
RA-462,Aluno-462,2022,2,Q,14.0,Menino,2022.0,Escola Pública,Ágata,6.626,5.0,3.6,8.5,10.0,7.5,,6.778,-2.0,2.0,5.2,2.7,5.0,-2.0,-0.8999999999999999,0.0,0.0,1
RA-463,ALUNO-463,2021,4.0,G,,,,Rede Decisão,Topázio,8.292,10.0,7.0,8.3,9.6,7.5,8.8,8.2,1.0,,,2.5,5.0,-1.0,-4.5,-5.0,-2.0,1
RA-463,Aluno-463,2022,2,U,12.0,Menina,2020.0,Escola Pública,Ágata,6.41,5.0,2.5,7.8,10.0,7.5,,7.389,-1.0,2.0,3.0,4.0,10.0,0.0,1.5,5.0,1.0,1
RA-464,ALUNO-464,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.8,5.0,-1.0,,,,0
RA-464,Aluno-464,2022,2,U,13.0,Menina,2022.0,Escola Pública,Ágata,6.745,5.0,4.8,8.0,7.5,7.5,,7.722,-1.0,2.7,7.0,3.0,5.0,-1.0,-1.7999999999999998,0.0,0.0,1
RA-464,Aluno-464,2023,FASE 3,3K,,Feminino,2022.0,Pública,Agata,6.081675,5.0,3.0,7.7,9.2,2.52,7.96875,7.38,-1.0,4.8,3.7,4.333333333333333,5.0,-1.0,1.333333333333333,0.0,0.0,0
RA-465,ALUNO-465,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.6,5.0,-2.0,,,,0
RA-465,ALUNO-465,2021,0.0,S,,,,Escola Pública,Ametista,8.123,5.0,7.6,10.0,8.5,7.5,7.8,8.6,-2.0,,,7.8,10.0,0.0,0.20000000000000018,5.0,2.0,1
RA-465,Aluno-465,2022,2,U,11.0,Menino,2019.0,Escola Pública,Ametista,8.012,10.0,7.8,7.9,8.0,7.5,,8.444,0.0,9.3,6.3,8.5,10.0,0.0,0.7000000000000002,0.0,0.0,0
RA-466,ALUNO-466,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.3,5.0,-1.0,,,,0
RA-466,Aluno-466,2022,2,U,13.0,Menino,2022.0,Escola Pública,Ágata,6.826,5.0,3.3,9.7,8.5,7.5,,7.556,-1.0,0.5,6.0,4.5,5.0,-2.0,1.2000000000000002,0.0,-1.0,0
RA-466,Aluno-466,2023,FASE 2,2L,14.0,Masculino,2022.0,Pública,Agata,6.595533333,5.0,4.5,7.6,9.5,6.89,6.25,7.056666667,-2.0,2.5,6.5,4.0,5.0,-1.0,-0.5,0.0,1.0,1
RA-467,ALUNO-467,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.5,5.0,-1.0,,,,0
RA-467,Aluno-467,2022,2,U,13.0,Menina,2022.0,Escola Pública,Ágata,6.38,5.0,5.5,8.4,5.8,5.0,,7.111,-1.0,5.0,6.0,5.2,5.0,-1.0,-0.2999999999999998,0.0,0.0,0
RA-467,Aluno-467,2023,FASE 3,3K,,Feminino,2022.0,Pública,Agata,6.552916667,5.0,5.2,9.2,6.3,3.14,7.1875,7.5425,-1.0,6.0,6.0,6.833333333333333,10.0,0.0,1.6333333333333329,5.0,1.0,1
RA-468,ALUNO-468,2021,2.0,N,,,,Escola Pública,Ágata,6.583,10.0,3.6,6.3,7.0,7.5,7.7,7.0,0.0,,,4.1,5.0,-1.0,0.49999999999999956,-5.0,-1.0,0
RA-468,Aluno-468,2022,2,U,13.0,Menino,2022.0,Escola Pública,Ágata,6.313,5.0,4.1,6.7,9.5,7.5,,6.722,-1.0,4.5,3.7,3.4,5.0,-1.0,-0.6999999999999997,0.0,0.0,0
RA-469,ALUNO-469,2021,4.0,A,,,,Rede Decisão,Ágata,6.759,10.0,6.4,6.7,6.3,7.5,7.3,5.2,1.0,,,5.7,10.0,0.0,-0.7000000000000002,0.0,-1.0,1
RA-469,Aluno-469,2022,2,U,11.0,Menina,2022.0,Escola Pública,Ametista,7.624,10.0,5.7,9.6,9.0,5.0,,7.833,0.0,6.2,5.2,7.8,5.0,-1.0,2.0999999999999996,-5.0,-1.0,0
RA-469,Aluno-469,2023,FASE 2,2L,,Feminino,2022.0,Pública,Ametista,7.482533333,5.0,7.8,9.3,7.5,2.52,7.916666667,8.843333333,-1.0,6.8,8.8,5.0,10.0,0.0,-2.8,5.0,1.0,1
RA-47,ALUNO-47,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.0,5.0,-1.0,,,,0
RA-47,ALUNO-47,2021,1.0,A,,,,Escola Pública,Ágata,6.056,5.0,4.0,6.3,8.5,7.5,7.5,5.8,-1.0,,,2.1,5.0,-2.0,-1.9,0.0,-1.0,1
RA-470,ALUNO-470,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.3,5.0,-1.0,,,,0
RA-470,Aluno-470,2022,2,U,13.0,Menina,2019.0,Escola Pública,Ametista,7.378,5.0,6.3,9.7,8.0,7.5,,7.5,-1.0,5.3,7.3,4.9,5.0,-1.0,-1.3999999999999995,0.0,0.0,1
RA-470,Aluno-470,2023,FASE 3,3K,14.0,Feminino,2019.0,Pública,Agata,6.993766667,5.0,4.9,9.2,8.8,5.0,7.5,7.71,-1.0,6.0,4.3,3.3333333333333335,10.0,0.0,-1.5666666666666669,5.0,1.0,1
RA-471,ALUNO-471,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.3,5.0,-1.0,,,,0
RA-471,Aluno-471,2022,2,U,13.0,Menina,2020.0,Escola Pública,Ágata,6.535,5.0,6.3,8.5,3.5,5.0,,8.056,-1.0,5.7,6.8,5.0,10.0,0.0,-1.2999999999999998,5.0,1.0,1
RA-471,Aluno-471,2023,FASE 3,3L,,Feminino,2020.0,Pública,Agata,6.855541667,10.0,5.0,9.0,0.0,6.27,7.96875,8.125,0.0,6.3,4.0,5.5,10.0,0.0,0.5,0.0,0.0,0
RA-472,ALUNO-472,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.0,5.0,-1.0,,,,0
RA-472,Aluno-472,2022,2,U,12.0,Menina,2022.0,Escola Pública,Quartzo,5.93,5.0,2.0,7.0,9.0,7.5,,7.056,-1.0,1.8,2.2,5.5,5.0,-1.0,3.5,0.0,0.0,0
RA-472,Aluno-472,2023,FASE 2,2L,,Feminino,2022.0,Pública,Agata,6.6858,5.0,5.5,7.1,5.1,7.52,7.708333333,8.223333333,-1.0,3.7,7.2,6.25,5.0,-1.0,0.75,0.0,0.0,0
RA-473,ALUNO-473,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.3,5.0,-1.0,,,,0
RA-474,ALUNO-474,2021,2.0,H,,,,Escola Pública,Ametista,7.215,10.0,4.6,7.5,9.0,7.5,7.1,7.2,0.0,,,3.0,5.0,-1.0,-1.5999999999999996,-5.0,-1.0,1
RA-474,Aluno-474,2022,2,U,13.0,Menino,2019.0,Escola Pública,Ágata,6.446,5.0,3.0,9.1,9.5,7.5,,6.0,-1.0,1.3,4.7,3.3,5.0,-1.0,0.2999999999999998,0.0,0.0,0
RA-474,Aluno-474,2023,FASE 3,3K,14.0,Masculino,2019.0,Pública,Quartzo,5.283583333,5.0,3.3,7.8,0.0,5.0,7.1875,6.7575,-1.0,4.8,3.8,3.0,5.0,-1.0,-0.2999999999999998,0.0,0.0,0
RA-475,ALUNO-475,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.8,5.0,-1.0,,,,0
RA-476,ALUNO-476,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.5,5.0,-1.0,,,,0
RA-476,Aluno-476,2022,2,U,12.0,Menina,2019.0,Escola Pública,Ágata,6.931,5.0,5.5,9.3,9.0,4.4,,7.556,-1.0,5.0,6.0,4.1,10.0,0.0,-1.4000000000000004,5.0,1.0,1
RA-476,Aluno-476,2023,FASE 3,3K,13.0,Feminino,2019.0,Pública,Agata,6.492408333,10.0,4.1,7.0,7.9,2.52,7.34375,7.505,0.0,5.0,4.5,4.5,10.0,0.0,0.40000000000000036,0.0,0.0,0
RA-477,ALUNO-477,2021,2.0,L,,,,Escola Pública,Quartzo,5.185,5.0,4.3,5.8,0.0,7.5,7.3,5.9,-1.0,,,0.7,5.0,-1.0,-3.5999999999999996,0.0,0.0,1
RA-478,ALUNO-478,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.9,5.0,-1.0,,,,0
RA-478,Aluno-478,2022,2,U,12.0,Menina,2019.0,Escola Pública,Ágata,6.709,5.0,4.9,9.1,8.5,5.6,,7.056,-1.0,3.8,6.0,4.4,10.0,0.0,-0.5,5.0,1.0,1
RA-479,ALUNO-479,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.8,5.0,-1.0,,,,0
RA-479,Aluno-479,2022,1,A,10.0,Menino,2020.0,Rede Decisão,Topázio,8.465,5.0,9.8,9.2,8.0,7.5,,9.5,-1.0,10.0,9.7,9.7,10.0,0.0,-0.10000000000000142,5.0,1.0,1
RA-479,Aluno-479,2023,FASE 2,2A,,Masculino,2020.0,Privada - Programa de Apadrinhamento,Topázio,8.988866667,10.0,9.7,10.0,9.0,2.52,9.791666667,9.6375,0.0,9.3,10.0,9.666666666666666,10.0,1.0,-0.033333333333333215,0.0,1.0,1
RA-48,ALUNO-48,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.1,10.0,0.0,,,,0
RA-48,Aluno-48,2022,5,A,15.0,Menina,2017.0,Rede Decisão,Ametista,8.006,10.0,8.1,8.4,6.7,7.5,,8.5,0.0,6.7,8.0,7.7,10.0,0.0,-0.39999999999999947,0.0,0.0,0
RA-48,Aluno-48,2023,FASE 6,6A,16.0,Feminino,2017.0,Privada - Programa de Apadrinhamento,Ametista,7.797058333,10.0,7.7,8.4,6.7,6.26,7.65625,7.6275,0.0,8.3,5.7,7.5,10.0,0.0,-0.20000000000000018,0.0,0.0,0
RA-480,ALUNO-480,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.3,5.0,-1.0,,,,0
RA-480,Aluno-480,2022,1,A,10.0,Menina,2021.0,Escola Pública,Ametista,7.502,5.0,6.3,8.8,9.0,7.5,,8.444,-1.0,6.8,5.7,7.9,5.0,-1.0,1.6000000000000005,0.0,0.0,0
RA-480,Aluno-480,2023,FASE 1,1B,11.0,Feminino,2021.0,Pública,Topázio,8.226408333,5.0,7.9,9.7,10.0,7.52,7.96875,8.336666667,-1.0,7.2,8.5,5.0,10.0,0.0,-2.9000000000000004,5.0,1.0,1
RA-481,ALUNO-481,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.2,10.0,0.0,,,,0
RA-482,ALUNO-482,2021,2.0,F,,,,Rede Decisão,Topázio,9.021,5.0,9.1,10.0,10.0,7.5,9.8,9.8,-1.0,,,5.5,5.0,-1.0,-3.5999999999999996,0.0,0.0,1
RA-483,ALUNO-483,2021,2.0,G,,,,Rede Decisão,Ametista,7.644,5.0,8.1,8.3,9.5,5.0,7.9,8.1,-1.0,,,2.4,5.0,-1.0,-5.699999999999999,0.0,0.0,1
RA-483,Aluno-483,2022,1,A,11.0,Menina,2019.0,Escola Pública,Quartzo,5.263,5.0,2.4,4.8,9.0,5.0,,6.833,-1.0,2.0,2.8,5.6,5.0,-2.0,3.1999999999999997,0.0,-1.0,0
RA-483,Aluno-483,2023,FASE 1,1H,12.0,Feminino,2019.0,Pública,Agata,6.3972,5.0,5.6,6.0,9.0,2.52,7.916666667,8.166666667,-2.0,5.0,6.2,5.25,5.0,-1.0,-0.34999999999999964,0.0,1.0,1
RA-484,ALUNO-484,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.5,5.0,-1.0,,,,0
RA-484,Aluno-484,2022,1,A,11.0,Menino,2022.0,Escola Pública,Ágata,6.71,5.0,6.5,8.7,9.5,5.0,,6.389,-1.0,8.0,5.0,3.6,5.0,-1.0,-2.9,0.0,0.0,1
RA-484,Aluno-484,2023,FASE 2,2B,12.0,Masculino,2022.0,Pública,Quartzo,5.515466667,5.0,3.6,7.5,6.4,2.52,5.416666667,6.8,-1.0,3.2,4.0,0.0,10.0,0.0,-3.6,5.0,1.0,1
RA-485,ALUNO-485,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.0,5.0,-1.0,,,,0
RA-485,ALUNO-485,2021,3.0,D,,,,Escola Pública,Ágata,6.387,5.0,5.0,6.1,7.1,7.5,7.3,7.4,-1.0,,,1.2,5.0,-1.0,-3.8,0.0,0.0,1
RA-486,ALUNO-486,2021,2.0,C,,,,Escola Pública,Quartzo,5.511,5.0,6.0,6.3,0.0,7.5,6.7,5.7,-1.0,,,7.3,5.0,-1.0,1.2999999999999998,0.0,0.0,0
RA-486,Aluno-486,2022,1,A,10.0,Menina,2020.0,Escola Pública,Ametista,7.621,5.0,7.3,9.9,10.0,7.5,,7.222,-1.0,6.7,7.8,6.2,10.0,0.0,-1.0999999999999996,5.0,1.0,1
RA-487,ALUNO-487,2021,0.0,S,,,,Escola Pública,Ametista,7.44,5.0,7.1,6.7,10.0,7.5,7.8,8.3,-1.0,,,9.6,5.0,-1.0,2.5,0.0,0.0,0
RA-487,Aluno-487,2022,1,A,10.0,Menina,2019.0,Rede Decisão,Topázio,8.417,5.0,9.6,9.7,7.5,7.5,,9.333,-1.0,9.7,9.5,9.5,10.0,0.0,-0.09999999999999964,5.0,1.0,1
